Datetime,Open,High,Low,Close,Adj Close,Volume,Two_Crows,Three_Black_Crows,Three_Inside_Updown,Three_Line_Strike,Three_Outside_UpDown,Three_Stars_In_The_South,Three_Advancing_White_Soldiers,Abandoned_Baby,Advance_Block,Belthold,Breakaway,Closing_Marubozu,Concealing_Baby_Swallow,Counterattack,Dark_Cloud_Cover,Doji,Doji_Star,Dragonfly_Doji,Engulfing_Pattern,Evening_Doji_Star,Evening_Star,UpDown_gap_sidebyside_white_lines,Gravestone_Doji,Hammer,Hanging_Man,Harami_Pattern,Harami_Cross_Pattern,HighWave_Candle,Hikkake_Pattern,Modified_Hikkake_Pattern,Homing_Pigeon,Identical_Three_Crows,In_Neck_Pattern,Inverted_Hammer,Kicking,Kicking_bullbear_determined_by_the_longer_marubozu,Ladder_Bottom,Long_Legged_Doji,Long_Line_Candle,Marubozu,Matching_Low,Mat_Hold,Morning_Doji_Star,Morning_Star,OnNeck_Pattern,Piercing_Pattern,Rickshaw_Man,RisingFalling_Three_Methods,Separating_Lines,Shooting_Star,Short_Line_Candle,Spinning_Top,Stalled_Pattern,Stick_Sandwich,Takuri_Dragonfly_Doji,Tasuki_Gap,Thrusting_Pattern,Tristar_Pattern,Unique_River,Upside_Gap_Two_Crows,UpsideDownside_Gap_Three_Methods,Candle_Sum,signal,Real,Predicted,LSTM_Signal,svm_signal,Predictions,XGB_Signal,candle_lstm_sum,candle_svm_sum,candle_XGB_sum,lstm_combined_signal,svm_combined_signal,lstm_combined_signal2,svm_combined_signal2,XGB_combined_signal,XGB_combined_signal2,Avg_ML_Signal,Avg_ML_Sum,Candles_Average,Combined_Machine_Candel,Candles_MlAverage
2022-01-22 17:50:00+00:00,2398.39,2398.39,2391.21,2391.21,2391.21,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,-1.0,2391.21,2388.969,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 17:55:00+00:00,2385.96,2385.96,2384.21,2384.95,2384.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2384.95,2385.3672,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 18:00:00+00:00,2384.86,2385.49,2378.48,2378.48,2378.48,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,2378.48,2381.5586,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 18:05:00+00:00,2375.1,2377.58,2368.95,2368.95,2368.95,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2368.95,2377.5183,1,-1,3021.9639,1.0,0.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,-0.6666666666666667
2022-01-22 18:10:00+00:00,2367.25,2367.72,2364.97,2366.64,2366.64,63850496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,2366.64,2373.1719,1,-1,3022.1226,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333
2022-01-22 18:15:00+00:00,2365.64,2388.36,2365.64,2388.36,2388.36,276512768,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1.0,2388.36,2368.5664,-1,-1,3023.2068,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 18:20:00+00:00,2387.33,2390.96,2387.33,2388.97,2388.97,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,2388.97,2364.321,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 18:25:00+00:00,2387.39,2387.39,2374.64,2374.64,2374.64,26329088,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,-500,-1.0,2374.64,2360.759,-1,-1,3021.9429,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 18:30:00+00:00,2373.7,2373.7,2352.17,2352.17,2352.17,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,2352.17,2357.6902,1,-1,3021.9639,1.0,0.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,-0.6666666666666667
2022-01-22 18:35:00+00:00,2350.91,2350.91,2345.66,2345.66,2345.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2345.66,2354.5217,1,-1,3021.9639,1.0,0.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,-0.6666666666666667
2022-01-22 18:40:00+00:00,2341.16,2341.16,2337.49,2337.79,2337.79,60801024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2337.79,2350.931,1,-1,3021.8792,1.0,0.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,-0.6666666666666667
2022-01-22 18:45:00+00:00,2337.71,2358.37,2337.71,2358.37,2358.37,158652416,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1.0,2358.37,2346.764,-1,-1,3022.2278,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 18:50:00+00:00,2358.54,2358.54,2350.21,2350.21,2350.21,33615872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-200,-1.0,2350.21,2342.567,-1,-1,3021.733,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 18:55:00+00:00,2349.2,2349.83,2340.05,2340.05,2340.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2340.05,2338.51,-1,-1,3021.9639,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 19:00:00+00:00,2339.8,2346.11,2338.48,2346.11,2346.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2346.11,2334.5186,-1,-1,3021.9639,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 19:05:00+00:00,2350.23,2354.57,2350.23,2354.57,2354.57,144955392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,2354.57,2330.7476,-1,-1,3022.2488,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 19:10:00+00:00,2355.18,2355.18,2349.69,2352.11,2352.11,24135680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2352.11,2327.4995,-1,-1,3021.3684,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 19:15:00+00:00,2352.64,2356.47,2352.64,2354.52,2354.52,69173248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2354.52,2324.8347,-1,-1,3021.7463,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 19:20:00+00:00,2351.33,2351.33,2337.66,2337.66,2337.66,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,2337.66,2322.7769,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 19:25:00+00:00,2335.74,2335.74,2332.68,2333.8,2333.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2333.8,2320.913,-1,-1,3021.9639,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 19:30:00+00:00,2333.57,2342.94,2333.57,2342.94,2342.94,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1.0,2342.94,2319.0007,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 19:35:00+00:00,2344.16,2349.78,2344.16,2349.78,2349.78,176226304,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,200,1.0,2349.78,2317.1648,-1,-1,3022.3557,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 19:40:00+00:00,2352.29,2352.29,2343.6,2343.7,2343.7,13727744,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-500,-1.0,2343.7,2315.629,-1,-1,3021.2031,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 19:45:00+00:00,2345.07,2350.95,2345.07,2350.95,2350.95,49014784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,200,1.0,2350.95,2314.3455,-1,-1,3021.8591,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 19:50:00+00:00,2355.44,2365.41,2355.44,2361.31,2361.31,143575040,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2361.31,2313.4397,-1,-1,3022.2488,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 19:55:00+00:00,2356.51,2356.51,2346.94,2346.94,2346.94,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-400,-1.0,2346.94,2313.1262,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 20:00:00+00:00,2345.94,2345.94,2335.34,2335.34,2335.34,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600,-1.0,2335.34,2313.14,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 20:05:00+00:00,2333.7,2338.99,2331.75,2338.99,2338.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,-100,-1.0,2338.99,2313.027,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 20:10:00+00:00,2352.86,2395.31,2352.86,2395.31,2395.31,441632768,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2395.31,2312.68,-1,-1,3022.7354,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 20:15:00+00:00,2399.77,2442.57,2399.77,2442.57,2442.57,574746624,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2442.57,2313.2834,-1,-1,3022.7354,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 20:20:00+00:00,2444.14,2444.14,2427.42,2427.42,2427.42,8835072,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-500,-1.0,2427.42,2316.242,-1,-1,3021.3362,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 20:25:00+00:00,2413.38,2413.38,2403.22,2403.22,2403.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2403.22,2321.4011,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 20:30:00+00:00,2402.53,2402.53,2400.21,2400.4,2400.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2400.4,2327.6694,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 20:35:00+00:00,2403.45,2410.04,2403.45,2410.04,2410.04,47785984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,2410.04,2334.1558,-1,-1,3021.7703,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 20:40:00+00:00,2413.94,2414.49,2408.53,2408.53,2408.53,49864704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2408.53,2340.5178,-1,-1,3021.8608,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 20:45:00+00:00,2406.86,2406.86,2398.98,2399.98,2399.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2399.98,2346.4683,-1,-1,3021.9639,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 20:50:00+00:00,2401.92,2410.26,2401.92,2410.26,2410.26,166510592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,100,1.0,2410.26,2351.626,-1,-1,3022.2869,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 20:55:00+00:00,2412.71,2430.88,2412.55,2430.88,2430.88,206807040,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2430.88,2356.0474,-1,-1,3023.0066,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 21:00:00+00:00,2429.45,2430.43,2425.32,2425.32,2425.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2425.32,2360.2937,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 21:05:00+00:00,2424.76,2425.53,2424.46,2425.53,2425.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,2425.53,2364.457,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 21:10:00+00:00,2425.84,2426.17,2417.82,2417.82,2417.82,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,2417.82,2368.4648,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 21:15:00+00:00,2417.94,2433.73,2417.49,2433.73,2433.73,164280320,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1.0,2433.73,2372.0542,-1,-1,3022.2336,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 21:20:00+00:00,2434.75,2434.75,2432.36,2432.47,2432.47,38998016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-200,-1.0,2432.47,2375.445,-1,-1,3022.523,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 21:25:00+00:00,2432.04,2432.3,2428.73,2428.73,2428.73,47554560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2428.73,2378.7139,-1,-1,3021.6914,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 21:30:00+00:00,2428.69,2432.74,2426.94,2432.74,2432.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,2432.74,2381.744,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 21:35:00+00:00,2434.23,2437.96,2434.23,2437.96,2437.96,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,200,1.0,2437.96,2384.5022,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 21:40:00+00:00,2439.16,2441.69,2439.16,2441.57,2441.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,2441.57,2387.0994,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
