Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-06 00:00:00+00:00,3545.65,3545.65,3536.39,3536.39,3536.39,0
2022-01-06 00:05:00+00:00,3536.3,3538.52,3536.3,3538.47,3538.47,52967424
2022-01-06 00:10:00+00:00,3538.58,3538.91,3535.28,3538.91,3538.91,15769600
2022-01-06 00:15:00+00:00,3541.7,3546.87,3541.7,3546.87,3546.87,103151616
2022-01-06 00:20:00+00:00,3544.46,3544.46,3531.4,3531.4,3531.4,405878784
2022-01-06 00:25:00+00:00,3529.82,3534.06,3529.82,3534.06,3534.06,76099584
2022-01-06 00:30:00+00:00,3534.16,3540.78,3534.16,3540.78,3540.78,63240192
2022-01-06 00:35:00+00:00,3541.63,3547.28,3541.63,3546.69,3546.69,45432832
2022-01-06 00:40:00+00:00,3547.75,3547.75,3541.49,3542.01,3542.01,35196928
2022-01-06 00:45:00+00:00,3542.94,3545.67,3540.03,3540.03,3540.03,54175744
2022-01-06 00:50:00+00:00,3540.88,3545.34,3540.88,3544.24,3544.24,92248064
2022-01-06 00:55:00+00:00,3544.97,3546.51,3544.61,3546.51,3546.51,39495680
2022-01-06 01:00:00+00:00,3544.77,3544.77,3540.55,3540.55,3540.55,0
2022-01-06 01:05:00+00:00,3539.53,3539.53,3535.53,3535.53,3535.53,0
2022-01-06 01:10:00+00:00,3532.98,3532.98,3531.84,3532.08,3532.08,16087040
2022-01-06 01:15:00+00:00,3533.56,3540.63,3533.56,3540.63,3540.63,71047168
2022-01-06 01:20:00+00:00,3541.31,3541.54,3539.62,3539.88,3539.88,12967936
2022-01-06 01:25:00+00:00,3540.47,3540.47,3535.29,3535.56,3535.56,0
2022-01-06 01:30:00+00:00,3533.64,3533.64,3528.0,3528.0,3528.0,5877760
2022-01-06 01:35:00+00:00,3528.62,3529.66,3528.62,3529.55,3529.55,42180608
2022-01-06 01:40:00+00:00,3529.46,3530.38,3528.42,3530.38,3530.38,20217856
2022-01-06 01:45:00+00:00,3530.99,3533.2,3529.38,3529.38,3529.38,23658496
2022-01-06 01:50:00+00:00,3528.08,3528.56,3522.68,3522.68,3522.68,8611840
2022-01-06 01:55:00+00:00,3516.79,3525.25,3516.79,3525.25,3525.25,49465344
2022-01-06 02:00:00+00:00,3525.31,3526.79,3523.72,3523.72,3523.72,0
2022-01-06 02:05:00+00:00,3524.55,3530.95,3524.55,3530.46,3530.46,65546240
2022-01-06 02:10:00+00:00,3527.3,3527.3,3520.64,3520.64,3520.64,0
2022-01-06 02:15:00+00:00,3520.39,3520.39,3517.92,3517.92,3517.92,18614272
2022-01-06 02:20:00+00:00,3517.73,3517.73,3515.21,3515.49,3515.49,16191488
2022-01-06 02:25:00+00:00,3518.08,3518.7,3513.53,3513.53,3513.53,20013056
2022-01-06 02:30:00+00:00,3512.54,3517.24,3509.86,3517.24,3517.24,81504256
2022-01-06 02:35:00+00:00,3517.93,3518.06,3516.55,3516.55,3516.55,39340032
2022-01-06 02:40:00+00:00,3517.33,3519.09,3517.33,3519.09,3519.09,33900544
2022-01-06 02:45:00+00:00,3519.54,3521.53,3519.54,3519.69,3519.69,84701184
2022-01-06 02:50:00+00:00,3519.12,3523.03,3519.12,3522.85,3522.85,44414976
2022-01-06 02:55:00+00:00,3522.63,3522.63,3517.67,3517.67,3517.67,7497728
2022-01-06 03:00:00+00:00,3516.27,3516.27,3512.83,3512.83,3512.83,25651200
2022-01-06 03:05:00+00:00,3513.8,3514.01,3510.95,3510.95,3510.95,62685184
2022-01-06 03:10:00+00:00,3507.63,3507.63,3504.47,3505.12,3505.12,41572352
2022-01-06 03:15:00+00:00,3507.42,3507.42,3501.24,3501.24,3501.24,34705408
2022-01-06 03:20:00+00:00,3501.5,3501.5,3498.47,3499.64,3499.64,10098688
2022-01-06 03:25:00+00:00,3501.43,3502.97,3501.43,3502.8,3502.8,62871552
2022-01-06 03:30:00+00:00,3501.88,3501.88,3495.78,3495.78,3495.78,25483264
2022-01-06 03:35:00+00:00,3496.78,3498.36,3496.77,3498.36,3498.36,68431872
2022-01-06 03:40:00+00:00,3497.92,3498.41,3494.14,3494.14,3494.14,23336960
2022-01-06 03:45:00+00:00,3493.1,3493.1,3484.59,3484.59,3484.59,70715392
2022-01-06 03:50:00+00:00,3482.39,3482.39,3479.96,3480.21,3480.21,45113344
2022-01-06 03:55:00+00:00,3478.71,3478.71,3471.11,3471.11,3471.11,54026240
2022-01-06 04:00:00+00:00,3470.44,3470.44,3467.38,3467.38,3467.38,96073728
2022-01-06 04:05:00+00:00,3464.92,3464.92,3459.68,3459.68,3459.68,51873792
2022-01-06 04:10:00+00:00,3457.8,3461.11,3457.8,3461.11,3461.11,58107904
2022-01-06 04:15:00+00:00,3461.16,3474.28,3461.16,3474.28,3474.28,137109504
2022-01-06 04:20:00+00:00,3474.06,3474.06,3466.33,3466.33,3466.33,64299008
2022-01-06 04:25:00+00:00,3463.3,3466.15,3463.09,3464.43,3464.43,41736192
2022-01-06 04:30:00+00:00,3462.84,3462.84,3453.69,3458.64,3458.64,56057856
2022-01-06 04:35:00+00:00,3456.32,3456.32,3445.83,3445.83,3445.83,92440576
2022-01-06 04:40:00+00:00,3436.8,3436.8,3432.9,3432.9,3432.9,63649792
2022-01-06 04:45:00+00:00,3435.21,3437.84,3435.21,3436.61,3436.61,158959616
2022-01-06 04:50:00+00:00,3437.41,3447.18,3437.41,3447.18,3447.18,145299456
2022-01-06 04:55:00+00:00,3452.36,3457.53,3452.36,3457.53,3457.53,80685056
2022-01-06 05:00:00+00:00,3458.27,3458.27,3453.92,3453.92,3453.92,119379968
2022-01-06 05:05:00+00:00,3455.96,3464.21,3455.96,3464.21,3464.21,149757952
2022-01-06 05:10:00+00:00,3470.8,3470.8,3468.58,3469.46,3469.46,28817408
2022-01-06 05:15:00+00:00,3469.29,3473.64,3469.29,3473.64,3473.64,109973504
